#FIBER POSITIONER NUMTARTET OBJTYPE TARGETID DESITARGET0 RA DEC XFOCAL_DESIGN YFOCAL_DESIGN
3718 3831 7 QSO 2578 256 0.250074 0.768565 -28.920240 -224.198486
3719 3832 7 ELG 4763 256 0.479798 0.089639 -1.225724 -234.371224
3720 3833 6 OTHER 4812 256 1.063664 1.152937 -56.819347 -225.454467
3721 3834 1 SKY -1 256 -1.000000 100.000000 -40.632861 -229.785672
3722 3835 5 STDSTAR 1036 256 0.151586 0.639639 -13.757139 -237.332689
3723 3836 4 LRG 285 256 1.222809 1.109406 38.974682 -229.900462
3724 3837 6 OTHER 1542 256 1.545352 1.127768 51.527436 -224.253558
3725 3838 4 STDSTAR 6487 256 1.730046 0.259494 35.221322 -233.837203
3726 3839 5 GAL 1145 256 1.793357 0.212652 63.895918 -223.721786
3727 3840 10 GAL 7974 256 1.689147 0.410763 28.407625 -235.613975
3728 3841 1 QSO 20144 256 0.586664 0.226798 -69.671117 -224.291218
3729 3842 6 ELG 7568 256 0.187297 0.645586 -25.597667 -236.857230
3730 3843 7 QSO 9360 256 0.570690 0.103946 20.050592 -236.856337
3731 3844 2 OTHER 6209 256 0.741898 0.031877 -52.598341 -230.397149
3732 3845 5 LRG 3591 256 0.136235 0.344736 6.807576 -236.724420
3733 3846 8 GAL 8470 256 0.490336 0.055542 -39.591387 -237.474201
3734 3847 3 GAL 13336 256 1.628086 0.643661 -3.952679 -241.774566
3735 3848 0 SKY -1 256 -1.000000 100.000000 -61.069207 -234.062429
3736 3849 9 OTHER 865 256 0.389099 0.258678 -40.726949 -236.020307
3737 3850 6 ELG 3033 256 0.404940 0.958145 -11.165362 -245.506963
3738 3851 6 OTHER 7790 256 1.143966 0.719422 49.571158 -232.741258
3739 3852 8 GAL 3279 256 1.328034 0.588566 40.891664 -235.016203
3740 3853 6 LRG 976 256 0.950018 0.391277 64.088770 -233.528812
3741 3854 7 STDSTAR 1373 256 0.055387 0.854327 27.518112 -241.086989
3742 3855 5 ELG 5329 256 0.141327 1.004128 15.470901 -244.180149
3743 3856 7 QSO 13775 256 1.057452 0.274185 -70.197456 -234.578999
3744 3857 1 OTHER 19780 256 1.071662 0.932425 -30.123771 -244.578819
3745 3858 4 LRG 7786 256 1.175731 0.323794 14.895313 -250.974488
3746 3859 5 GAL 1072 256 0.195342 1.155997 -56.192356 -244.709183
3747 3860 7 STDSTAR 240 256 1.338447 0.045732 -3.591767 -249.047393
3748 3861 5 STDSTAR 2385 256 1.696236 0.861749 -39.899972 -251.224132
3749 3862 4 STDSTAR 11929 256 1.055131 0.786620 -11.460637 -251.256290
3750 3863 3 LRG 11144 256 0.658101 0.826227 -65.140926 -242.741635
3751 3864 4 GAL 10697 256 1.419745 1.181078 51.659517 -247.828751
3752 3865 12 GAL 1615 256 0.526109 0.596799 57.418574 -243.753329
3753 3866 5 OTHER 3526 256 1.788705 0.518110 36.698214 -250.849862
3754 3867 6 QSO 5971 256 0.408227 1.113006 65.734002 -244.897562
3755 3868 4 STDSTAR 4658 256 1.511931 1.025501 -23.347110 -256.344225
3756 3869 1 LRG 9941 256 1.132292 0.956774 26.772967 -253.287688
3757 3870 9 STDSTAR 1786 256 0.629410 0.416546 -50.285120 -246.174888
3758 3871 5 ELG 9112 256 0.709829 0.765386 17.880577 -252.662024
3759 3872 5 STDSTAR 1389 256 1.616167 0.988876 10.163579 -260.253620
3760 3873 7 OTHER 2844 256 0.219898 0.301159 -30.752778 -259.324357
3761 3874 4 LRG 2597 256 0.055611 0.971061 -79.479324 -245.675011
3762 3875 7 OTHER 225 256 1.632079 0.832773 -60.670729 -256.735793
3763 3876 5 OTHER 1868 256 0.635164 1.088792 -0.153628 -257.771805
3764 3877 3 ELG 6728 256 1.021368 0.603899 -42.239014 -257.600976
3765 3878 4 OTHER 2155 256 0.494085 0.845552 -9.951373 -259.035063
3766 3879 7 ELG 1608 256 1.781175 0.430798 54.296066 -253.570540
3767 3880 3 QSO 6184 256 0.845520 0.197024 47.368102 -259.329153
3768 3881 10 LRG 199 256 1.573607 0.098756 63.697048 -251.263936
3769 3882 4 GAL 5045 256 0.121740 0.294153 36.710185 -258.475243
3770 3883 5 QSO 2981 256 1.693083 0.071119 -67.181088 -256.164713
3771 3884 5 OTHER 1234 256 1.078669 0.261771 80.507690 -254.015226
3772 3885 6 OTHER 1573 256 1.391904 0.319021 25.742474 -260.840706
3773 3886 9 LRG 1138 256 0.899332 0.141550 -22.268588 -268.945846
3774 3887 3 GAL 2817 256 0.965575 0.331857 -54.523703 -257.897019
3775 3888 5 QSO 1447 256 0.536500 0.469458 15.149914 -270.114587
3776 3889 6 OTHER 3973 256 0.073464 0.759982 6.910725 -270.562154
3777 3890 6 STDSTAR 2880 256 0.823759 0.767376 -36.257900 -268.143174
3778 3891 4 STDSTAR 505 256 0.676096 0.465128 -78.120389 -257.818795
3779 3892 3 QSO 2888 256 1.090949 1.056799 -60.465250 -259.268012
3780 3893 5 LRG 10294 256 1.785423 0.881495 -6.385212 -267.469911
3781 3894 7 LRG 1337 256 1.433056 0.679438 -42.929956 -272.919080
3782 3895 4 QSO 2551 256 0.237050 0.202105 48.119046 -267.936967
3783 3896 4 OTHER 5355 256 1.400746 0.310604 67.602777 -262.264430
3784 3897 6 QSO 1571 256 0.374513 0.306892 42.723720 -268.898174
3785 3898 7 STDSTAR 2451 256 0.741982 0.097501 -13.073032 -275.359696
3786 3899 5 QSO 3224 256 0.768346 0.234379 71.333783 -263.290724
3787 3900 5 LRG 7653 256 0.188013 0.532980 28.622028 -272.677596
3788 3901 5 STDSTAR 1333 256 1.623491 0.730564 23.523247 -275.473991
3789 3902 6 STDSTAR 1900 256 0.399106 0.367967 -69.314653 -262.283036
3790 3903 11 ELG 3943 256 0.238569 0.480505 -28.283456 -274.297271
3791 3904 8 ELG 1815 256 1.364525 0.464522 6.633353 -276.208214
3792 3905 6 QSO 1830 256 0.886764 1.133722 -51.095440 -273.893838
3793 3906 2 GAL 15996 256 0.649803 0.684992 5.653268 -278.035517
3794 3907 7 OTHER 1745 256 0.452461 1.196729 -40.917956 -273.673359
3795 3908 5 LRG 10250 256 0.900177 0.769613 -85.111173 -265.916963
3796 3909 7 LRG 13436 256 0.039788 0.468859 -8.599183 -281.756633
3797 3910 7 QSO 4753 256 1.420081 0.957932 -63.410635 -275.715694
3798 3911 5 GAL 8314 256 0.448239 0.530974 55.035903 -276.884550
3799 3912 4 QSO 3961 256 1.258842 0.377393 46.855917 -279.976287
3800 3913 5 OTHER 13397 256 0.463110 0.993271 65.331349 -267.885771
3801 3914 7 STDSTAR 14260 256 0.684113 0.235872 37.653692 -282.161376
3802 3915 5 OTHER 6038 256 1.617691 0.866887 77.211787 -274.762694
3803 3916 7 LRG 8618 256 1.002397 0.003220 -46.525403 -276.390163
3804 3917 4 GAL 5095 256 1.543790 1.173991 -14.719749 -281.941675
3805 3918 7 LRG 1883 256 0.957809 0.786211 26.346709 -275.975451
3806 3919 3 QSO 2913 256 0.162320 0.152143 24.189551 -282.911823
3807 3920 7 LRG 9442 256 0.446870 0.386645 -70.497473 -276.019639
3808 3921 5 LRG 3652 256 0.237425 0.790800 4.191596 -285.684913
3809 3922 7 STDSTAR 3254 256 1.389093 0.003508 -25.463518 -283.995687
3810 3923 4 LRG 6454 256 0.493991 0.076820 -60.733228 -282.203652
3811 3924 4 LRG 5187 256 1.649879 0.280498 -7.347891 -285.906006
3812 3925 3 OTHER 3878 256 1.176457 0.506966 -35.292367 -286.435457
3813 3926 10 ELG 739 256 1.014204 0.900691 -80.172042 -277.661389
3814 3927 7 STDSTAR 393 256 1.316064 0.784274 -13.565855 -290.177781
3815 3928 5 STDSTAR 9021 256 0.904292 0.996595 52.148972 -280.986147
3816 3929 3 STDSTAR 4353 256 1.382985 0.490368 66.973757 -281.048318
3817 3930 8 GAL 7242 256 0.761034 0.348477 47.506273 -284.243460
3818 3931 5 ELG 8100 256 1.150245 0.162023 -68.309914 -284.155926
3819 3932 4 OTHER 7081 256 1.639384 1.167683 76.300054 -282.579500
3820 3933 6 QSO 1483 256 0.564915 0.301432 37.196509 -285.997128
3821 3934 3 QSO 6445 256 0.628210 0.892165 22.229819 -287.017718
3822 3935 7 QSO 1310 256 1.084412 0.566756 -55.104155 -286.558470
3823 3936 2 ELG 19496 256 0.027986 0.724870 -21.121229 -295.306724
3824 3937 4 STDSTAR 3223 256 0.614544 0.706715 15.911529 -291.233332
3825 3938 5 LRG 3208 256 1.048999 1.022173 -80.822600 -280.818164
3826 3939 6 LRG 4592 256 1.513542 0.192432 7.881290 -293.384420
3827 3940 7 ELG 532 256 1.562868 0.708105 -32.818760 -289.652251
3828 3941 9 OTHER 5151 256 1.164676 0.109235 -60.720198 -286.979943
3829 3942 10 GAL 4129 256 1.468874 0.176290 -7.226723 -300.751049
3830 3943 6 OTHER 501 256 1.247466 0.148187 62.374690 -287.114969
3831 3944 7 LRG 1796 256 0.152798 0.869014 -44.415620 -297.830542
3832 3945 6 ELG 8775 256 1.189613 0.906557 51.580414 -288.211450
3833 3946 7 ELG 1764 256 1.345096 1.027354 71.976178 -294.470566
3834 3947 6 GAL 12617 256 0.654507 0.325169 41.201330 -292.247922
3835 3948 4 OTHER 8309 256 0.494114 1.015752 -20.926641 -298.556167
3836 3949 2 GAL 14656 256 1.332785 0.773366 88.145206 -290.465285
3837 3950 4 ELG 1244 256 1.426102 0.073833 -92.739261 -288.240601
3838 3951 6 GAL 4130 256 1.371516 0.095285 28.809997 -295.875875
3839 3952 6 STDSTAR 839 256 1.739815 1.071574 -74.822272 -292.480393
3840 3953 5 LRG 2826 256 0.939508 0.377430 25.497688 -299.290088
3841 3954 4 LRG 7576 256 0.483664 0.719030 -25.314485 -301.402017
3842 3955 6 STDSTAR 2575 256 0.320140 0.687718 -57.655501 -296.250959
3843 3956 6 LRG 10522 256 0.452299 0.167548 8.959019 -305.448506
3844 3957 8 OTHER 1442 256 0.269456 0.170931 -2.694498 -305.264455
3845 3958 5 ELG 8285 256 0.505287 0.416657 -77.811245 -288.622500
3846 3959 11 GAL 2434 256 0.182050 0.417826 -32.155179 -300.406636
3847 3960 5 OTHER 757 256 0.485327 1.059835 -64.626310 -302.335366
3848 3961 6 STDSTAR 2870 256 0.853859 0.637908 -5.845575 -305.282753
3849 3962 4 ELG 8466 256 1.247306 0.008711 64.382564 -299.513398
3850 3963 10 ELG 2168 256 0.418467 0.615469 73.569681 -302.548415
3851 3964 6 STDSTAR 3368 256 0.241632 0.824404 52.164655 -308.681387
3852 3965 7 QSO 1097 256 1.268509 0.407201 83.469524 -299.392931
3853 3966 2 ELG 5666 256 0.160916 0.111450 43.355172 -303.307541
3854 3967 7 LRG 6844 256 0.690341 1.129198 93.080813 -299.684884
3855 3968 6 ELG 1355 256 0.162789 0.834134 -50.305572 -304.481107
3856 3969 9 GAL 8584 256 0.628048 0.149900 -20.962314 -312.009150
3857 3970 8 OTHER 4692 256 0.761108 0.018972 26.195610 -312.599473
3858 3971 5 GAL 15630 256 0.184343 0.686102 -90.946754 -299.684954
3859 3972 7 LRG 1360 256 1.176351 0.459838 -76.442533 -299.526295
3860 3973 6 GAL 3533 256 0.751782 0.982949 17.599925 -313.429151
3861 3974 6 OTHER 1163 256 1.501775 0.787235 -31.790590 -312.079403
3862 3975 3 GAL 4966 256 0.087784 0.304120 11.149373 -311.412124
3863 3976 7 OTHER 3473 256 1.201032 0.131204 -57.600798 -303.766245
3864 3977 3 LRG 602 256 0.648987 1.094962 -5.083863 -315.120849
3865 3978 10 ELG 1428 256 0.881484 0.524240 -81.304089 -307.985191
3866 3979 6 GAL 2730 256 1.750546 0.585761 -40.082792 -316.110967
3867 3980 2 GAL 4853 256 1.374250 0.579938 70.629111 -309.596193
3868 3981 6 LRG 9163 256 1.384519 0.421706 55.470202 -312.780796
3869 3982 3 LRG 7428 256 0.254796 0.756349 82.830565 -307.419153
3870 3983 6 LRG 632 256 0.607273 0.158564 -71.834073 -309.322110
3871 3984 5 GAL 1722 256 1.280371 0.033325 -14.963028 -317.233379
3872 3985 6 ELG 4830 256 0.931596 0.375303 43.923494 -314.736717
3873 3986 7 LRG 8846 256 1.189967 0.644160 84.576092 -309.015993
3874 3987 4 QSO 872 256 0.171144 1.069101 35.157780 -313.436440
3875 3988 5 ELG 1381 256 0.332636 0.556890 24.231304 -317.703581
3876 3989 6 QSO 862 256 0.592547 0.643972 -51.247096 -311.866034
3877 3990 7 ELG 4440 256 0.685748 1.005868 -18.504435 -321.676940
3878 3991 6 LRG 1804 256 1.615333 0.799074 -91.622894 -307.149197
3879 3992 4 QSO 1318 256 1.138675 0.921147 20.579996 -321.480190
3880 3993 4 LRG 8699 256 0.568645 0.270132 -78.149442 -308.885285
3881 3994 8 STDSTAR 2429 256 0.183935 0.097914 1.678322 -322.855314
3882 3995 3 ELG 724 256 1.023129 0.658853 -29.119688 -320.365664
3883 3996 7 LRG 513 256 1.093665 0.460960 -59.729835 -316.785448
3884 3997 8 GAL 3564 256 1.637874 1.083537 -7.365771 -328.472848
3885 3998 6 OTHER 913 256 0.147381 0.849980 62.525090 -318.483631
3886 3999 4 STDSTAR 4144 256 0.239932 0.848839 70.889034 -320.538807
3887 4000 6 STDSTAR 113 256 0.949613 0.755261 -40.898230 -325.933277
3888 4001 6 QSO 2990 256 1.329217 0.816564 56.297690 -318.837672
3889 4002 4 STDSTAR 1119 256 1.045856 0.477464 -91.707378 -316.530120
3890 4003 9 STDSTAR 4240 256 0.192524 0.420029 83.750745 -316.555663
3891 4004 3 OTHER 7226 256 0.804771 0.249509 37.109647 -324.337445
3892 4005 10 STDSTAR 1350 256 1.288430 0.836807 99.931304 -312.504283
3893 4006 9 ELG 1911 256 0.399733 0.239486 -14.659276 -323.360335
3894 4007 11 QSO 3698 256 0.578331 0.853667 -70.826018 -323.117199
3895 4008 7 QSO 3508 256 1.480917 0.835787 29.727287 -327.983753
3896 4009 9 LRG 139 256 0.387847 0.880700 23.753091 -327.459955
3897 4010 4 QSO 896 256 0.978760 0.827563 -58.515819 -326.098567
3898 4011 6 LRG 3932 256 1.142842 1.173312 -22.023616 -328.502348
3899 4012 5 LRG 12780 256 1.222166 0.902851 9.107756 -332.674646
3900 4013 9 STDSTAR 502 256 1.182508 0.270449 -92.755835 -318.703752
3901 4014 6 LRG 2280 256 0.345250 0.771301 -85.952280 -321.571854
3902 4015 7 ELG 14942 256 1.464875 0.077268 2.655832 -336.205133
3903 4016 3 LRG 3902 256 1.394719 0.800231 -37.594571 -334.328554
3904 4017 2 GAL 17195 256 1.667347 0.226006 -66.207354 -323.428710
3905 4018 7 GAL 1041 256 1.718928 0.250000 -6.636923 -332.065796
3906 4019 11 LRG 2133 256 0.366276 0.721630 69.133987 -324.788279
3907 4020 10 QSO 3821 256 1.315104 0.713512 56.632453 -327.327512
3908 4021 5 LRG 4873 256 0.026933 1.184885 85.872426 -325.044357
3909 4022 6 GAL 1549 256 0.921350 0.680440 52.510829 -327.724152
3910 4023 5 GAL 5502 256 1.311105 0.377172 86.266384 -321.890869
3911 4024 10 GAL 866 256 1.279076 0.080329 41.612073 -331.447544
3912 4025 8 QSO 4541 256 1.439486 0.543285 -47.651205 -330.170470
3913 4026 7 QSO 4429 256 0.577580 1.058781 -88.948246 -321.298572
3914 4027 10 ELG 730 256 1.712926 0.073404 -22.866190 -336.250599
3915 4028 4 LRG 2836 256 0.179327 0.886246 30.535625 -332.447623
3916 4029 4 LRG 2308 256 0.231258 0.937356 -70.593935 -331.236348
3917 4030 5 ELG 2855 256 1.436674 0.513541 17.544718 -337.236902
3918 4031 3 OTHER 3638 256 0.088363 0.619318 -58.505209 -336.892791
3919 4032 7 LRG 4756 256 1.505049 1.141129 -23.724471 -335.798333
3920 4033 6 GAL 589 256 1.223491 0.982568 4.036102 -340.200791
3921 4034 9 ELG 1087 256 0.276520 0.260590 -95.863340 -329.957287
3922 4035 9 LRG 4052 256 0.251443 0.337373 -79.625331 -335.335522
3923 4036 8 STDSTAR 2959 256 1.332132 0.585873 0.883899 -341.920064
3924 4037 6 LRG 1784 256 1.094314 0.687567 -38.289078 -346.101061
3925 4038 9 STDSTAR 2676 256 1.068116 0.005943 64.616188 -333.982198
3926 4039 6 QSO 3082 256 0.249777 0.144655 76.110221 -337.115325
3927 4040 8 STDSTAR 3322 256 0.296480 0.754793 -68.282541 -332.345829
3928 4041 3 OTHER 2969 256 0.922340 0.633822 61.835909 -341.102688
3929 4042 7 LRG 3849 256 1.230595 0.275229 82.340865 -334.441911
3930 4043 4 STDSTAR 6189 256 1.204124 0.487656 -6.890862 -341.609006
3931 4044 6 ELG 90 256 0.463713 0.208561 49.775384 -344.006176
3932 4045 3 ELG 917 256 0.023250 0.327827 94.847815 -334.914488
3933 4046 4 STDSTAR 13575 256 0.220620 0.959846 39.298519 -338.955644
3934 4047 2 OTHER 4652 256 0.206555 0.329943 -47.652468 -347.946246
3935 4048 6 OTHER 2611 256 1.740006 0.155940 21.847664 -344.233275
3936 4049 10 QSO 1967 256 1.223865 0.676603 -95.561078 -339.595777
3937 4050 1 LRG 18104 256 1.162062 0.152424 -16.673948 -347.904301
3938 4051 7 STDSTAR 4778 256 0.672745 0.157238 -76.007281 -337.225613
3939 4052 11 OTHER 53 256 0.959128 0.887667 14.388247 -350.350210
3940 4053 6 STDSTAR 2012 256 1.426027 0.821143 9.967738 -345.831621
3941 4054 5 OTHER 3539 256 0.217622 0.619859 -36.418220 -348.765819
3942 4055 8 STDSTAR 2943 256 0.884140 1.017084 -62.000810 -343.917876
3943 4056 5 STDSTAR 2795 256 0.633401 0.144615 -101.197742 -335.709321
3944 4057 3 STDSTAR 4835 256 1.345218 1.172989 -1.094145 -354.911459
3945 4058 5 STDSTAR 2604 256 0.513027 0.972249 -83.023943 -339.704973
3946 4059 4 OTHER 87 256 1.352047 0.350126 71.268170 -344.976389
3947 4060 3 LRG 5167 256 1.470380 0.945541 60.934599 -348.325913
3948 4061 6 LRG 169 256 1.604709 0.962381 82.904607 -343.939492
3949 4062 7 OTHER 3097 256 1.219570 0.425287 -41.119220 -355.584609
3950 4063 5 STDSTAR 6606 256 0.465994 0.264934 52.578975 -350.339574
3951 4064 5 QSO 836 256 1.358005 0.647484 98.262183 -336.923385
3952 4065 5 GAL 3398 256 0.750959 1.003754 44.393241 -347.134879
3953 4066 6 STDSTAR 2666 256 0.736157 0.930046 -67.094618 -345.143076
3954 4067 6 GAL 6297 256 1.616888 0.179883 100.296484 -337.974671
3955 4068 5 STDSTAR 1791 256 1.554270 1.038510 -18.797136 -352.605473
3956 4069 8 GAL 2267 256 0.568380 0.143432 31.743568 -348.709772
3957 4070 9 OTHER 2127 256 1.334098 0.640302 20.162188 -360.703341
3958 4071 5 OTHER 15025 256 0.248707 0.886866 -57.446378 -350.842483
3959 4072 9 ELG 4020 256 1.470831 0.486782 -96.973843 -343.236348
3960 4073 7 LRG 3086 256 0.028993 0.981737 -28.173148 -360.320665
3961 4074 5 ELG 3263 256 1.276029 1.047719 16.559218 -353.308390
3962 4075 7 OTHER 1026 256 0.031769 0.363646 -79.913967 -349.031191
3963 4076 2 LRG 10743 256 0.402036 0.957166 6.553076 -361.324751
3964 4077 2 QSO 11124 256 0.987327 1.044950 -29.554219 -358.347207
3965 4078 8 LRG 473 256 1.385415 0.727541 -65.837687 -353.637337
3966 4079 2 ELG 3026 256 0.518479 0.612243 70.142489 -357.024834
3967 4080 7 STDSTAR 9067 256 0.621996 1.084340 82.743097 -358.431925
3968 4081 7 OTHER 540 256 1.326927 0.583998 61.520938 -362.319033
3969 4082 6 OTHER 7409 256 0.875040 0.761255 -6.420323 -367.802671
3970 4083 2 OTHER 8316 256 0.746725 0.277996 89.591630 -348.347087
3971 4084 7 LRG 1969 256 1.682017 0.047633 -109.796184 -348.801160
3972 4085 5 OTHER 3445 256 0.031825 0.340921 45.839728 -355.915230
3973 4087 5 OTHER 4871 256 0.869579 0.035122 -84.883967 -350.858161
3974 4088 8 QSO 2625 256 0.521059 1.034803 37.059567 -362.816340
3975 4089 1 QSO 16304 256 1.495339 0.423212 -45.220476 -355.671400
3976 4090 2 OTHER 7538 256 0.581078 0.061762 -76.338153 -353.362844
3977 4091 7 LRG 1713 256 0.357640 0.528767 -22.319024 -366.281206
3978 4092 7 GAL 857 256 0.564529 0.429315 30.650323 -364.194467
3979 4093 9 QSO 6391 256 0.309530 0.715850 24.190287 -367.213948
3980 4094 5 ELG 2009 256 1.653078 0.527994 -50.234105 -365.026035
3981 4095 8 ELG 3141 256 1.518880 0.944657 -26.262433 -367.506070
3982 4096 3 LRG 3298 256 1.782959 0.236411 -100.806274 -351.201622
3983 4097 2 OTHER 6697 256 1.070681 0.461927 6.535228 -370.249742
3984 4098 4 GAL 6734 256 1.695616 1.075684 -82.847214 -364.146176
3985 4099 7 OTHER 126 256 1.570142 0.649678 -2.641715 -371.177091
3986 4100 4 LRG 2785 256 0.303658 0.880584 -40.719110 -373.923046
3987 4101 5 STDSTAR 2886 256 0.484982 0.041666 -70.733424 -365.166618
3988 4103 8 GAL 657 256 0.402394 0.861063 71.739970 -368.308889
3989 4105 3 LRG 4290 256 0.124049 0.281476 59.315751 -372.652454
3990 4107 7 OTHER 899 256 0.832634 1.015107 50.996383 -372.252589
3991 4108 7 STDSTAR 1331 256 1.577969 0.388129 -7.278014 -374.973989
3992 4110 7 OTHER 3042 256 0.401748 1.019553 -108.650902 -351.761004
3993 4111 8 ELG 2171 256 0.700666 0.524660 36.944676 -372.292368
3994 4112 8 ELG 6679 256 0.711632 1.072998 -92.875585 -363.045082
3995 4113 3 OTHER 13958 256 1.342824 0.642409 -45.329766 -375.428386
3996 4114 6 STDSTAR 1474 256 1.302389 0.007439 23.521077 -372.132124
3997 4115 9 OTHER 1152 256 0.575371 0.107302 -23.574686 -376.695720
3998 4116 2 QSO 9417 256 0.180008 0.190560 -77.735785 -372.068257
3999 4117 4 LRG 3743 256 1.767086 0.381486 18.002055 -377.763101
4000 4118 6 STDSTAR 2181 256 0.293413 0.965370 -59.211430 -378.216567
4001 4119 5 ELG 5018 256 0.167682 0.427985 -31.776648 -377.770607
4002 4120 5 GAL 1861 256 0.432229 0.739365 10.496872 -381.542681
4003 4121 7 QSO 3598 256 1.046824 0.309608 -102.196782 -367.217306
4004 4122 5 LRG 4126 256 0.932900 1.071069 -85.826235 -366.066579
4005 4123 6 ELG 7055 256 1.613568 0.025690 -6.599641 -376.731514
4006 4124 2 QSO 20932 256 0.768379 0.048828 78.353789 -370.221016
4007 4126 4 ELG 5707 256 0.784968 0.942178 63.737196 -374.776536
4008 4128 7 GAL 2633 256 0.432114 0.843669 -41.783032 -381.559378
4009 4129 8 QSO 2763 256 0.040648 0.225404 54.300963 -373.121432
4010 4131 6 STDSTAR 6452 256 0.973339 0.996846 -68.070541 -372.900708
4011 4132 6 OTHER 3419 256 1.723078 0.379748 41.738088 -382.348341
4012 4133 4 ELG 5804 256 0.163651 0.943616 -16.536850 -381.525821
4013 4134 6 OTHER 2302 256 0.571716 0.659825 35.055599 -378.701039
4014 4135 5 LRG 12441 256 1.674927 0.287562 -113.971990 -366.122596
4015 4136 9 QSO 2344 256 1.599618 0.350551 -101.027183 -372.613689
4016 4137 5 OTHER 3894 256 0.562894 1.090031 23.098419 -378.267882
4017 4138 8 QSO 883 256 0.382615 0.997095 -51.807365 -382.718659
4018 4139 5 OTHER 3291 256 0.186095 0.420536 -29.153255 -386.069512
4019 4140 11 ELG 3462 256 1.191980 0.958425 -78.335516 -380.723450
4020 4141 6 GAL 1602 256 0.906935 0.034814 15.198998 -382.854103
4021 4142 6 STDSTAR 3035 256 0.549893 0.192806 4.342220 -389.751694
4022 4143 7 GAL 1186 256 0.798700 0.366251 -61.145017 -381.848347
4023 4144 9 QSO 3963 256 0.663512 0.127960 -34.303968 -389.987045
4024 4145 6 GAL 6052 256 1.350873 0.286624 -107.628703 -379.357470
4025 4147 5 STDSTAR 6849 256 0.316375 0.586965 75.531228 -379.463603
4026 4149 5 GAL 3341 256 1.712367 1.144959 64.866930 -389.733287
4027 4151 4 GAL 4742 256 0.017728 0.089984 -92.982667 -378.027035
4028 4152 9 GAL 5724 256 1.000764 0.707626 -10.674448 -388.401715
4029 4153 5 ELG 10987 256 1.242392 0.151715 53.940296 -382.866682
4030 4155 5 STDSTAR 1797 256 1.143577 0.222404 -45.016403 -385.352801
4031 4156 3 GAL 4784 256 0.361169 1.084203 42.297786 -385.418233
4032 4157 5 STDSTAR 2190 256 0.904920 1.150256 -71.062475 -383.437144
4033 4158 3 OTHER 1261 256 0.441923 0.412291 -21.050335 -396.135169
4034 4159 4 STDSTAR 6187 256 0.694478 0.671834 33.037679 -390.279882
4035 4160 9 STDSTAR 2686 256 1.322824 0.442413 -119.207026 -379.063244
4036 4161 7 ELG 252 256 1.015531 0.234088 17.256958 -394.852249
4037 4162 5 LRG 2039 256 1.769116 0.910373 -99.096382 -385.208728
4038 4163 6 OTHER 5943 256 0.001477 1.137809 -56.007431 -395.747527
4039 4164 3 STDSTAR 5769 256 0.016199 0.350321 -25.444044 -395.205459
4040 4165 2 LRG 845 256 1.544086 0.896527 13.563027 -395.027321
4041 4166 4 QSO 2028 256 0.835502 0.984702 -83.402422 -384.544846
4042 4167 3 GAL 1466 256 1.615369 0.487208 1.809980 -399.524529
4043 4168 3 GAL 1548 256 1.237325 0.906567 -35.765859 -397.381499
4044 4169 1 STDSTAR 1479 256 1.091188 0.443558 -63.160570 -393.983736
4045 4170 4 LRG 15199 256 1.754849 0.429734 80.129709 -391.004478
4046 4172 2 ELG 6566 256 0.815893 0.175896 69.419005 -390.544505
4047 4174 2 QSO 1083 256 1.479699 1.050320 61.383583 -392.279722
4048 4176 5 ELG 10585 256 1.191252 0.621348 -111.913238 -383.254902
4049 4177 2 STDSTAR 14094 256 1.342098 0.077186 45.949002 -394.845040
4050 4179 1 OTHER 3782 256 1.465206 1.008911 -12.775019 -398.848637
4051 4180 2 STDSTAR 5084 256 1.768616 0.089763 -95.313918 -385.440470
4052 4181 0 SKY -1 256 -1.000000 100.000000 37.165636 -399.910639
4053 4182 1 STDSTAR 14947 256 0.010824 0.825397 -49.108181 -393.762250
4054 4183 2 QSO 13696 256 1.068202 0.965009 26.806381 -396.480093
4055 4184 3 ELG 2043 256 1.790736 1.199165 -73.983716 -392.938059
4056 4185 0 SKY -1 256 -1.000000 100.000000 -20.939138 -402.887894
4057 4186 1 QSO 13335 256 1.493709 0.565977 15.828489 -398.991938
4058 4187 0 SKY -1 256 -1.000000 100.000000 -120.209767 -386.852643
4059 4188 0 SKY -1 256 -1.000000 100.000000 -103.008339 -392.415977
4060 4189 0 SKY -1 256 -1.000000 100.000000 -58.501042 -401.551426
4061 4190 0 SKY -1 256 -1.000000 100.000000 -31.194626 -405.118245
4062 4191 0 SKY -1 256 -1.000000 100.000000 6.434674 -406.467956
4063 4192 0 SKY -1 256 -1.000000 100.000000 -85.901033 -398.085888
4064 4193 6 QSO 24 256 1.413578 0.160116 13.087787 -29.131180
4065 4194 8 OTHER 257 256 0.840603 0.099187 22.547376 -25.209260
4066 4195 6 STDSTAR 4049 256 1.589097 0.086938 19.789268 -36.996206
4067 4196 4 GAL 7619 256 0.811795 0.864718 30.332222 -35.300030
4068 4197 7 QSO 1007 256 1.469464 0.869903 21.534029 -47.022211
4069 4198 8 STDSTAR 2353 256 0.895828 1.142762 37.867591 -41.767669
4070 4199 8 GAL 454 256 1.025694 0.454335 30.527154 -48.263865
4071 4200 6 STDSTAR 10625 256 0.433252 0.209425 24.469166 -57.665740
4072 4201 4 LRG 124 256 0.846314 1.162587 49.127423 -44.284060
4073 4202 7 GAL 310 256 1.724162 0.630576 44.797638 -48.874415
